Fecha,Medias,Desviaciones
2019/01/03,12.618582725524902,0.32396629452705383
2019/01/09,12.070796966552734,0.30047035217285156
2019/01/17,11.405226707458496,0.5686461329460144
2019/01/25,11.183406829833984,0.32091790437698364
2019/2/6,11.115697181319558,0.3211802255842497
2019/2/12,12.43949729693144,0.25631891060647666
2019/2/20,13.348593228212861,0.18694842496534236
2019/2/26,14.147721305850391,0.1804863329437947
2019/3/5,15.75199049930162,0.2752815990570466
2019/3/12,16.621760170239394,0.13622365893096364
2019/3/28,15.689243211822898,0.2337180672082237
2019/4/15,17.854031805699417,0.27641635056753555
2019/4/24,16.54033083864539,0.15346743270048296
2019/4/30,19.303779913661373,0.4063677383277592
2019/5/8,21.16334134833728,0.4256401541745985
2019/5/15,23.112580456025654,0.28773452019012286
2019/5/21,22.81975255535568,0.1673732299565398
2019/5/29,23.31081743169044,0.3811853020317295
2019/6/4,24.3448090649958,0.3022815941119438
2019/6/18,24.238223196605173,0.23413502008132178
