Fecha,Medias,Desviaciones
2019/9/17,24.28398153053999,0.7189719578056329
2019/9/18,24.024331969363274,0.3915743843867885
2019/9/19,24.512965687329327,0.696656608968591
2019/9/26,25.10786784667186,0.3852583671356026
2019/9/27,25.884669293152452,0.6499902206258272
2019/9/28,25.560729264526746,0.4135755952889031
2019/10/3,25.040326873439028,0.19002143330516003
2019/10/14,24.550634077855804,0.21571693638596234
2019/10/15,23.57578350687406,0.6360582330690658
2019/10/16,22.88340244655145,0.5752640290677072
2019/10/25,19.730241290828207,0.2575997757562991
2019/10/30,20.17119715918096,0.4667534855128405
2019/11/4,20.240375632048025,0.27418151660371143
2019/11/7,18.787985441853454,0.23941059143833393
2019/11/14,15.438460833490302,0.2446267105114313
2019/11/20,13.736553939387942,0.40817666549368453
2019/11/21,13.5758102724515,0.21803041776134488
2019/11/26,13.882820971304078,0.34876313941376336
2019/11/27,13.68592358950597,0.6395786243910274
2019/12/2,14.426576695799657,0.26629914982277464
