Fecha,Medias,Desviaciones
2020/2/25,15.600282237770097,0.21528364518295276
2020/3/5,16.46793359466208,0.1824536268085135
2020/3/11,16.382126025701226,0.18199349591248257
2020/3/11,16.382126025701226,0.18199349591248257
2020/3/11,16.382126025701226,0.18199349591248257
2020/3/17,17.110395969724514,0.4268962460128547
2020/4/1,15.9860576432247,0.1941754972119246
2020/4/7,17.624550121312865,0.33393686121456495
2020/4/14,18.332803071600708,0.20128870638271398
2020/4/21,18.98236600854849,0.3332649593167594
2020/4/28,20.005023210190853,0.35051041590280546
2020/5/5,22.53572703565542,0.40023547630561546
2020/5/12,22.564857352713112,0.2817142686497224
2020/5/13,22.45041717554122,0.5497005969237121
2020/5/18,22.37813919686039,0.21751561673557704
2020/5/20,23.209203758747584,0.40741015576920564
2020/5/25,25.02044015870316,0.8725870024375737
2020/6/1,24.075899586929083,0.23678418934056286
2020/6/2,24.36772758396343,0.2425734826253106
2020/6/11,24.7355679485528,0.7446265662219426
