Fecha,Medias,Desviaciones
2021/12/1,13.021063042264371,0.22823062731699778
2021/12/10,12.50280507724117,0.37053622565198413
2021/12/15,12.972942734568775,0.11531102226093255
2021/12/21,13.042802391097897,0.3730316808708138
2021/12/28,13.998018572009869,0.5915168626545733
2022/1/4,13.801775619470613,0.2632670854453629
2022/1/12,12.61322746192713,0.2759840418393759
2022/1/19,11.927152578183687,0.10371812031162729
2022/1/27,12.1683394446942,0.10900738527417692
2022/2/2,12.179341700421533,0.13707588746123256
2022/2/10,13.423744388817473,0.15178819106825128
2022/2/16,13.417865611287844,0.13143265042664762
2022/2/24,14.49981500110939,0.11133719324019292
2022/3/2,14.506048871156354,0.09795799584238056
2022/3/11,15.193050682757303,0.1195246053745489
2022/3/24,15.213498756551495,0.1023846429685267
2022/3/28,15.106217695106054,0.1239564425699132
2022/4/6,12.55635327893319,0.1920573852754666
2022/4/11,15.685859964775744,0.20459754112020884
2022/4/19,18.746533283788388,0.43775471503123575
