Fecha,Medias,Desviaciones
2022/5/6,19.314912227283067,0.18493352783391082
2022/5/13,22.015520947812444,0.44515945892858705
2022/5/18,24.206143136660316,0.3908816540318763
2022/5/26,24.676496989735526,0.4006948355336156
2022/6/2,25.466666170178364,0.4882785539042239
2022/6/10,27.025173972689995,0.28352902224013754
2022/6/17,27.794118867455463,0.14225894318475582
2022/6/24,26.725660457068635,0.2458994456858584
2022/6/30,27.521873242251903,0.47255998400087945
2022/7/6,28.098641226284347,0.20863327141744073
2022/7/14,29.462988770848767,0.3622967972066651
2022/7/20,29.784550379993664,0.5123463043887837
2022/7/28,31.02031546245938,0.3891870205961081
2022/8/3,30.816214396056807,0.2118807780007439
2022/8/11,30.050552088375436,0.14667643149934573
2022/8/17,29.19605941847354,0.18673441972171098
2022/8/24,29.3923152135181,0.24147616999199473
2022/9/1,29.23259018613418,0.2836105300767868
2022/9/7,28.303556539472147,0.5603499791662001
2022/9/15,27.804003968181245,0.1786458724867644
