Fecha,Medias,Desviaciones
2023/12/7,14.622605668678652,0.30889326462476957
2023/12/13,14.899582079008727,0.14463516100329263
2023/12/19,13.217669363232504,0.30770104319446306
2023/12/27,12.54446008930322,0.4683115891884751
2024/1/3,12.549188181281455,0.3736595668933671
2024/1/9,11.428418471222265,0.3528536048794776
2024/1/16,12.29389882095167,0.2260837077596532
2024/1/23,13.256911948083616,0.593878096193998
2024/2/1,13.908418521051017,0.14557727432732773
2024/2/6,14.142304884299088,0.23244666500074718
2024/2/13,14.18089041737649,0.11978314461879211
2024/2/20,15.404827824239252,0.15705175431206714
2024/3/7,14.424544046425073,0.15699769899074903
2024/3/13,14.831146109313767,0.1430750762404964
2024/3/20,17.669923811112227,0.25042833946947224
2024/3/26,17.22171721726378,0.1396940346036334
2024/4/2,16.28953415805501,0.28746836552374183
2024/4/10,18.654056408790062,0.24212161414783043
2024/4/16,20.206039759999527,0.3555480745620879
2024/4/24,19.6412031576098,0.27349411179115296
